c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,obj
0,1,0,1,-0.00641535,-0.00257843,-0.456333,0.25,-1152,0.19543,-0.103493,-7679740
0,1,0,1,-0.00566767,-0.0056687,-0.436667,1.175,-590.5,1.26634,0.00322953,1.00E+20
0,1,0,1,-0.00863921,-0.000939096,0.08,25773700000,1,9616.76,1744.37,1.00E+20
0,1,0,1,-0.00922171,-0.00970255,-0.530333,-0.375,-2381.5,-0.239118,-0.191813,-16921100
0,1,0,1,-0.00676514,-0.00925996,-0.509,6982270,1,1.60552,0.938536,1.00E+20
0,1,0,1,-0.00506011,-0.00689773,-0.395667,3400230,-126,0.26884,0.125915,1.00E+20
0,0,0,1,-0.00320398,-0.00765938,-0.6,-0.525,-3190,-0.457845,-0.287695,-17696700
0,1,0,1,-0.0098795,-0.00835343,-0.519667,69855100,1,25.0673,5.2261,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00881617,-0.0057751,-0.570333,-0.15,-1641,-0.057851,-0.121694,-11978100
0,1,0,1,-0.0051166,-0.00958141,-0.546,3624510,1,0.35253,0.264464,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,0.00832429,-0.00962522,-0.507,5365360,1,1.00215,0.773694,1.00E+20
0,1,0,1,-0.00867499,-0.00883996,-0.414667,21761100,1,7.12044,2.20295,1.00E+20
0,0,0,1,0.00923005,-0.00622948,-0.554667,1581440,1,-0.409864,-0.170347,1.00E+20
0,1,0,0,-0.00527788,-0.0084239,-0.459,-0.55,-3424.5,-0.374086,-0.280398,-22319000
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00184162,-0.0094334,-0.496,5208750,1,0.94371,0.432515,1.00E+20
0,1,0,1,-0.010101,-0.010101,-0.500333,-0.675,-4888,-0.480096,-0.351191,-28325200
0,1,0,0,-0.00731767,-0.00831176,-0.327,4116140,1,0.53599,0.318327,1.00E+20
0,0,0,1,0.00865801,-0.00866161,-0.374,14765300,1,4.50987,1.00583,1.00E+20
0,1,0,0,-0.00729337,-0.0071475,-0.554667,-0.425,-2584,-0.260866,-0.211233,-18363200
0,1,0,0,-0.00672951,-0.008022,-0.493,-0.575,-3670,-0.396972,-0.288046,-23407700
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,0,-0.00565329,-0.00712271,-0.432,-0.2,-1725,-0.233684,-0.131943,-10570200
0,1,0,1,-0.010101,0.437044,0.493,99184700000,1,37011,6709.38,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,0.0506118,-0.00659371,-0.423,5005110,1,0.86772,0.737429,1.00E+20
0,1,0,1,-0.00701269,-0.002701,-0.521667,-0.575,-3694.5,-0.415688,-0.283079,-22863900
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,-0.00378314,-0.00996482,-0.324,0.4,-1014.5,0.10723,-0.159465,-5151770
0,1,0,1,-0.00888034,-0.00446586,-0.102,16552800000,1,6175.87,1120.79,1.00E+20
0,1,0,1,-0.00831599,-0.00511813,-0.506333,-0.325,-2159.5,-0.448495,-0.107954,-10690700
0,1,0,0,-0.00925379,-0.00528642,-0.588333,1.675,-479,0.55207,0.0840637,1.00E+20
0,0,0,0,-0.0027436,-0.00734225,-0.408333,11406200,1,3.25635,0.605972,1.00E+20
0,1,0,1,-0.00741695,-0.00584451,-0.501333,4073190,1,0.51996,0.353524,1.00E+20
0,1,0,0,-0.010101,-0.010101,-0.574667,1.225,-567.5,0.19435,0.0637963,1.00E+20
0,1,0,1,-0.00611639,-0.00690265,-0.346667,-0.1,-1511,-0.097675,-0.135881,-9961580
0,0,0,1,-0.00385582,-0.00963553,-0.446667,-0.075,-1470,-0.266231,-0.169592,-7715360
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.0092336,-0.00356122,-0.551333,8865010,1,2.30809,0.918319,1.00E+20
0,1,0,0,-0.006841,-0.00702442,-0.338333,0.275,-1125,0.25234,-0.112599,-7608080
0,1,0,1,-0.00940774,-0.00757954,-0.456,1.625,-492,1.43043,0.0510771,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00961632,-0.00967136,0.305667,1.44761E+12,1,540193,97871.2,1.00E+20
0,1,0,1,-0.00946466,-0.00822,-0.586333,-0.325,-2142,-0.013019,-0.216822,-18906700
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00924535,-0.00548868,-0.572667,49375300,1,17.425,3.77813,1.00E+20
0,1,0,1,-0.00925838,-0.00814084,-0.597,-0.45,-2752,-0.164843,-0.261955,-22551700
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00732274,-0.00375388,0.154,202789000,1,74.6734,14.9405,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00896836,-0.00981224,-0.484667,0.075,-1257.5,-0.127921,-0.0631185,-6784870
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00987604,-0.010101,-0.496333,-0.05,-1420,-0.052292,-0.0964473,-9356300
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00412644,-0.00727687,0.159667,51453700,1,18.2006,4.07067,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00884701,-0.010101,0.463667,55826400000,1,20831.3,3776.82,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00966786,-0.00761749,-0.554,174422000,1,64.0879,12.2933,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00828265,-0.00956769,-0.478667,0.375,-1015.5,0.09869,-0.0445027,-5132160
0,1,0,1,-0.00872046,-0.00821869,-0.461333,-0.425,-2624.5,-0.306881,-0.211993,-17581300
0,1,0,0,-0.0076866,-0.0060962,-0.530333,-0.45,-2666,-0.306651,-0.209854,-17958600
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00252051,-0.00722487,-0.410667,2.25,-356,0.14341,-0.0140063,1.00E+20
0,0,0,1,-0.00286878,-0.00613915,-0.386667,8001850,1,1.98599,0.261321,1.00E+20
0,1,0,1,-0.00945503,-0.00796032,-0.562667,39552200,1,13.7594,3.13351,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.0098875,-0.00469113,-0.576667,-0.725,-5754,-0.536562,-0.369874,-30410500
0,1,0,1,-0.00984054,-0.00588986,-0.292333,3138820000,1,1170.29,213.277,1.00E+20
0,1,0,1,-0.00766586,-0.00484007,-0.379333,49866800,1,17.6084,4.44284,1.00E+20
0,1,0,0,-0.00502397,-0.00470465,-0.451667,4833900,1,0.80383,0.507713,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00457087,-0.00665062,-0.574333,0,-1338,-0.204491,-0.14426,-7011570
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00796775,-0.00389864,-0.575,5494310,1,1.05027,0.53279,1.00E+20
0,0,0,1,-0.00389488,-0.00870101,-0.563667,-0.45,-2726.5,-0.429018,-0.255969,-15232600
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00977942,-0.00762163,-0.0466667,2919800000,1,1088.56,198.763,1.00E+20
0,1,0,1,-0.000844915,-0.010101,-0.405667,5833360,1,1.17679,0.74612,1.00E+20
0,1,0,1,-0.00914538,-0.00869025,0.648,6.80444E+11,1,253915,46005.7,1.00E+20
0,0,0,0,0.00485074,-0.00751846,-0.353333,31784800,1,10.8609,1.94559,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00922571,-0.00821913,-0.537333,5028530,1,0.87646,0.483443,1.00E+20
0,1,0,0,-0.00881671,-0.00677612,-0.571,-0.55,-3520.5,-0.37382,-0.268061,-23099300
0,1,0,1,-0.00651145,-0.00936114,-0.402,4465800,1,0.66647,0.454677,1.00E+20
0,1,0,0,-0.00816801,-0.00809949,-0.564667,-0.625,-4192,-0.445714,-0.300681,-25236500
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00944975,-0.00903042,-0.55,-0.65,-4544.5,-0.471399,-0.320045,-26463000
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00880101,-0.00512514,-0.552,-0.725,-5917,-0.549868,-0.377996,-30480900
0,1,0,1,-0.00988485,-0.00894064,-0.557333,-0.575,-3675,-0.430998,-0.257436,-22123500
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00761001,-0.00965655,-0.348333,1.75,-459,0.19528,0.0386673,1.00E+20
0,1,0,1,-0.00880157,-0.00731222,-0.552667,-0.7,-5345,-0.541706,-0.334852,-27663800
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.010101,-0.00936799,-0.576,1.775,-454,0.55997,0.0911733,1.00E+20
0,0,0,1,0.0204006,-0.0074751,-0.381,6981950,1,1.6054,0.893435,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,-0.00397663,-0.00788511,-0.584667,3214120,1,0.19939,0.153854,1.00E+20
0,1,0,0,-0.00339014,-0.00706977,-0.445333,4353840,1,0.62469,0.163338,1.00E+20
0,1,0,1,-0.010101,-0.00964621,-0.528667,-0.55,-3431.5,-0.408382,-0.292241,-21147300
0,1,0,1,-0.00821956,-0.00775376,-0.429,20665900,1,6.71173,2.17512,1.00E+20
0,1,0,1,-0.00837912,-0.00693057,-0.561667,-0.675,-4652,-0.46866,-0.330386,-27335700
0,1,0,0,-0.0083736,-0.00846124,-0.556667,0.275,-1122,0.28499,-0.0719743,-7761320
0,1,0,0,-0.0090337,-0.003861,-0.575667,-0.55,-3326,-0.348318,-0.26245,-22411800
0,1,0,0,-0.0083736,-0.0089373,-0.556667,4476500,1,0.67046,0.283199,1.00E+20
0,1,0,1,-0.00483768,-0.00705945,-0.463667,7213990,1,1.69199,0.886436,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,0.0123599,-0.0042064,-0.539,1657290,1,-0.38156,-0.139203,1.00E+20
0,1,0,1,-0.00712811,-0.0063301,-0.468,0.375,-1024.5,0.31292,-0.069792,-6279470
0,1,0,0,-0.00720034,-0.00841695,-0.504667,2.2,-367.5,0.22894,0.0909791,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,0.00558906,-0.00257698,-0.563333,2688590,1,0.00328,0.038627,1.00E+20
0,1,0,1,0.00205842,-0.00573772,-0.532,4278000,1,0.59639,0.464433,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00736765,-0.00787971,-0.351333,0.85,-727.5,0.37451,-0.0256235,-1323810
0,1,0,1,-0.00651432,-0.00660145,-0.496667,3747800,1,0.39854,0.249864,1.00E+20
0,1,0,1,-0.0078301,-0.010101,-0.479333,1.3,-555.5,0.18455,0.0466334,1.00E+20
0,1,0,1,-0.0081531,-0.00387978,-0.552667,-0.65,-4604,-0.481911,-0.321289,-26332600
0,1,0,1,-0.00903269,-0.00686811,0.370333,4.45358E+11,1,166190,30111.6,1.00E+20
0,1,0,1,-0.00798893,-0.00807193,0.363667,34314300000,1,12803.8,2322.91,1.00E+20
0,1,0,1,-0.00925856,-0.00383243,-0.597333,-0.675,-4851,-0.448159,-0.35827,-29800900
0,1,0,1,-0.00799224,-0.00869418,0.203333,374866000,1,138.886,26.3328,1.00E+20
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00708203,-0.00634288,-0.334333,4128550,1,0.54062,0.361754,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00362007,-0.00364227,-0.445333,4141600,-58,0.54549,0.0769453,1.00E+20
0,1,0,1,-0.00855035,-0.00947595,0.7832,198353000,1,73.018,13.0804,1.00E+20
0,1,0,1,-0.00975125,-0.00974307,0.0376667,2500750000,1,932.184,170.761,1.00E+20
0,1,0,0,-0.00391976,-0.010101,-0.57,3916180,1,0.46137,0.305861,1.00E+20
0,1,0,1,-0.00765471,-0.00484504,-0.510333,9086790,1,2.39085,1.13662,1.00E+20
0,1,0,0,-0.00903076,-0.0094334,-0.571333,-0.125,-1566,0.1484,-0.146073,-13491400
0,1,0,1,-0.00809817,-0.010101,0.496667,88357800000,1,32970.8,5975.75,1.00E+20
0,0,0,0,-0.00714565,0.0122365,-0.590333,-0.4,-2470,-0.01047,-0.285438,-23130300
0,1,0,1,-0.00844122,-0.0082112,-0.417667,8743080,1,2.26259,1.02482,1.00E+20
0,0,0,1,0.0206327,-0.00676514,-0.508333,6372530,1,1.37799,0.740602,1.00E+20
0,1,0,0,-0.00943618,-0.010101,-0.518333,1.175,-593,0.1561,0.0468167,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.0073081,-0.00894131,-0.442667,5328890,1,0.98854,0.591247,1.00E+20
0,1,0,0,-0.00965934,-0.00931279,-0.524,3366120,1,0.25611,0.264442,1.00E+20
0,1,0,1,-0.0063874,-0.00864027,0.0966667,49680800,1,17.539,4.24362,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00686074,-0.00933462,-0.553667,7429770,1,1.77251,0.928755,1.00E+20
0,1,0,1,-0.00966222,-0.0093198,-0.534,30456700,1,10.3653,2.47476,1.00E+20
0,1,0,1,-0.00918827,-0.00708969,-0.105667,2708150000,1,1009.58,184.581,1.00E+20
0,1,0,0,-0.00744983,-0.00863763,-0.52,-0.5,-3042,-0.313254,-0.251835,-21107200
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.0089292,-0.00666139,0.426,7.18952E+12,1,2682860,486064,1.00E+20
0,1,0,0,-0.0098717,-0.00848743,-0.468,-0.575,-3626,-0.425511,-0.276777,-21973000
0,1,0,1,-0.00712474,-0.00910017,-0.466333,2.275,-353,0.20047,0.0876807,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00988299,-0.00960635,-0.544,-0.625,-4284,-0.448898,-0.311491,-25743400
0,0,0,1,0.00365356,-0.00943778,-0.545333,0.5,-931.5,-0.456726,-0.263691,-1949560
0,0,0,1,0.00179271,-0.00898918,-0.538667,1856570,1,-0.307199,-0.0721781,1.00E+20
0,1,0,1,-0.00594327,-0.00963337,-0.451667,14472700,1,4.40067,1.80404,1.00E+20
0,1,0,1,0.00394036,-0.00767094,-0.513333,3951920,1,0.47471,0.362911,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.010101,-0.00906395,-0.207,12090700,1,3.51181,0.469972,1.00E+20
0,1,0,1,-0.0074916,-0.00487184,-0.287,200996000,1,74.0043,14.9699,1.00E+20
0,0,0,1,0.0226615,-0.00346903,-0.412,2948980,1,0.10045,0.123375,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00819835,0.00245535,-0.589667,-0.7,-5247,-0.513257,-0.347911,-28766000
0,1,0,0,-0.00821062,-0.0051908,-0.6,-0.625,-4268.5,-0.42268,-0.315851,-26854200
0,1,0,1,-0.00664413,-0.00470465,-0.456,19495900,1,6.27512,2.06136,1.00E+20
0,1,0,1,-0.00623089,-0.010101,-0.56,5395590,1,1.01343,0.790147,1.00E+20
0,1,0,1,-0.00731186,-0.00788911,-0.565,5008650,1,0.86904,0.556245,1.00E+20
0,0,0,1,-0.00668779,-0.00771682,-0.573,-0.175,-1713.5,0.12085,-0.174446,-15294700
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00775739,-0.00782771,-0.576667,0.95,-691.5,0.08375,0.0397666,-539987
0,1,0,1,-0.00966402,-0.00866621,-0.540333,-0.375,-2309.5,-0.240051,-0.18295,-16198800
0,1,0,1,-0.00412544,-0.00605585,-0.456333,2.3,-350.5,0.48011,0.00451073,1.00E+20
0,0,0,1,0.00291389,-0.00234823,-0.379,3128070,1,0.16728,0.0535177,1.00E+20
0,1,0,0,-0.00765039,-0.00683911,-0.507667,-0.45,-2690.5,-0.321004,-0.212449,-17797700
0,1,0,0,-0.00926083,-0.00267689,-0.601667,-0.5,-3127,-0.240074,-0.283212,-24185500
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00989009,0.00107705,-0.596,-0.7,-5194,-0.503122,-0.348892,-29027500
0,0,0,1,0.00738893,-0.00713012,-0.456667,5940120,1,1.21663,0.240514,1.00E+20
0,0,0,0,-0.00746179,-0.00783073,-0.399667,2.55,-302.5,2.12675,0.156613,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00963766,-0.00926414,-0.452667,24182800,1,8.02412,2.40704,1.00E+20
0,0,0,0,-0.00524253,-0.00240586,-0.448333,-0.575,-3650,-0.417533,-0.29173,-22456400
0,1,0,1,-0.00944225,-0.00919712,-0.532333,5422250,1,1.02338,0.646445,1.00E+20
0,1,0,1,-0.00402451,-0.00377206,-0.432,1.525,-527.5,0.32874,-0.0555173,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.0090422,-0.00811262,-0.588333,-0.625,-4049.5,-0.418322,-0.297677,-25416600
0,1,0,1,-0.00537986,-0.010101,-0.490667,4736220,1,0.76738,0.571338,1.00E+20
0,1,0,1,-0.010101,-0.00620852,-0.589,-0.575,-3675,-0.378896,-0.279931,-24147300
0,1,0,1,-0.00945254,-0.00704242,-0.556667,9935460,1,2.70754,1.0633,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,-0.00455588,-0.00924716,-0.509667,3185150,1,0.18858,0.133697,1.00E+20
0,1,0,1,-0.00867532,-0.00971687,-0.415,3962320,1,0.47859,0.326743,1.00E+20
0,1,0,1,-0.00861056,-0.00593393,-0.579,-0.75,-6138.5,-0.541437,-0.395377,-32359300
0,1,0,1,-0.00987694,-0.00978196,-0.502333,3896350,1,0.45397,0.365845,1.00E+20
0,1,0,1,-0.00938088,-0.00728766,-0.401667,171446000,1,62.9772,12.4719,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00536653,-0.00689942,-0.415667,37258000,1,12.9033,3.42949,1.00E+20
0,1,0,1,-0.00875031,-0.00623583,-0.493667,-0.5,-2991.5,-0.366469,-0.231863,-19060500
0,1,0,0,-0.00967651,-0.00456115,-0.585667,-0.5,-2965,-0.330872,-0.222186,-19902200
0,1,0,0,-0.008161,-0.00518866,-0.559,-0.5,-3023.5,-0.333649,-0.235393,-20320600
0,1,0,1,-0.00925926,-0.010101,0.600333,128540000,1,46.9662,9.2203,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00967961,-0.00245976,-0.597333,-0.7,-5088,-0.501085,-0.33766,-28466200
0,1,0,1,-0.0085732,-0.00957299,-0.540333,5904050,1,1.20317,0.945674,1.00E+20
0,1,0,1,-0.00867482,-0.00321619,0.057,90782700000,1,33875.7,6139.15,1.00E+20
0,0,0,0,-0.0033685,-0.00246884,-0.490333,-0.475,-2815,-0.436225,-0.281788,-15682100
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00900355,-0.00725084,-0.532333,10053100,1,2.75144,1.16885,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.010101,-0.010101,-0.460333,8286550,1,2.09223,1.09423,1.00E+20
0,1,0,0,-0.00591794,-0.00768912,-0.523,-0.6,-3856.5,-0.439042,-0.287586,-23118000
0,1,0,1,-0.00855245,-0.00930628,-0.519667,-0.6,-3937.5,-0.444575,-0.286078,-23471000
0,1,0,0,-0.0049088,-0.00585243,-0.548333,-0.15,-1621,-0.270625,-0.173816,-9087490
0,0,0,1,0.0158579,-0.00668229,-0.428,2168650,1,-0.190742,-0.046621,1.00E+20
0,1,0,0,-0.0056256,-0.00916804,-0.498,-0.525,-3197.5,-0.347246,-0.259974,-21368000
0,1,0,1,-0.00608344,-0.00758048,-0.586,-0.55,-3369.5,-0.392038,-0.241805,-21247600
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,0.00154352,-0.00905982,-0.343333,2224550,-87.5,-0.169881,-0.156208,1.00E+20
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00774846,-0.00937692,-0.570667,0.2,-1179,-0.059722,-0.0417444,-6366620
0,1,0,1,-0.00382998,-0.00717514,-0.440667,4180240,-55,0.55991,0.0860459,1.00E+20
0,1,0,1,-0.010101,-0.00591518,-0.597333,-0.725,-5591.5,-0.517899,-0.366171,-30627200
0,0,0,1,0.00667575,-0.00685657,-0.421,10775500,1,3.02103,0.390579,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00901418,-0.00808283,-0.547333,3572760,-100,0.33322,0.168212,1.00E+20
0,1,0,1,-0.00171545,-0.00873859,-0.393667,14379500,1,4.3659,1.61721,1.00E+20
0,1,0,1,-0.00400759,-0.010101,-0.428,16773200,1,5.25913,1.92532,1.00E+20
0,1,0,1,-0.00776281,-0.00567522,0.138,1432350000,1,533.499,98.8118,1.00E+20
0,1,0,1,-0.00879933,-0.004851,-0.55,4192950,1,0.56465,0.23267,1.00E+20
0,1,0,1,-0.00942263,-0.00981831,-0.488,-0.55,-3494.5,-0.403877,-0.264837,-21790800
0,1,0,0,-0.00965277,-0.00977994,-0.501667,2.275,-355,0.22144,0.0944921,1.00E+20
0,1,0,0,-0.00677831,-0.00971146,-0.414,4473440,1,0.66932,0.206452,1.00E+20
