c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,obj
0,1,0,0,-0.00625301,-0.00711033,-0.569,-0.625,-4031.5,-0.440137,-0.288263,-24334800
0,0,0,1,-0.00837839,-0.00132298,-0.561,-0.3,-2071,0.03602,-0.227797,-18901300
0,1,0,0,-0.00716598,-0.00496925,-0.487,-0.575,-3575,-0.399166,-0.283953,-22587600
0,1,0,0,-0.00945968,-0.00936799,-0.574,4079540,1,0.52233,0.276219,1.00E+20
0,1,0,1,-0.00868696,-0.00509059,-0.426667,195063000,1,71.7901,14.2302,1.00E+20
0,1,0,1,-0.00841067,-0.00815726,-0.392,23538900,1,7.78382,2.53251,1.00E+20
0,1,0,0,-0.00700765,-0.0082214,-0.410667,1.775,-456.5,0.18572,0.0530283,1.00E+20
0,1,0,1,-0.00925768,0.00460634,-0.595667,-0.525,-3258,-0.222306,-0.315049,-26062500
0,1,0,1,0.00713545,-0.00664176,-0.497667,9580040,1,2.57491,1.32011,1.00E+20
0,1,0,1,-0.00922911,-0.00964785,-0.543333,0.425,-990,0.13155,-0.0288435,-4914400
0,1,0,1,-0.00806725,-0.00419168,-0.487,8571010,1,2.19838,1.73171,1.00E+20
0,1,0,0,-0.00861681,-0.00627124,-0.585667,-0.525,-3216,-0.305142,-0.266367,-22912700
0,0,0,1,-0.00143248,-0.00186201,-0.540333,0.85,-735,0.36409,-0.0924953,-1449740
0,1,0,1,-0.00880905,-0.00695232,-0.561667,-0.425,-2560,-0.270488,-0.201737,-17900400
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.010101,-0.00975258,-0.349,40954600,1,14.2827,3.57825,1.00E+20
0,1,0,1,-0.0096457,-0.00954479,-0.478333,5035070,1,0.8789,0.565862,1.00E+20
0,1,0,0,-0.00664728,-0.00889937,-0.457333,4579160,1,0.70877,0.260143,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00967695,-0.00849768,-0.587333,38310700,1,13.2961,2.83498,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00729936,-0.00611527,-0.558,0.3,-1087,0.29848,-0.0657386,-7253660
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00833664,-0.00849768,0.238,9442560000,1,3522.61,640.354,1.00E+20
0,1,0,0,-0.00835381,0.00236345,-0.539,-0.6,-3870,-0.445036,-0.28555,-22966600
0,1,0,1,-0.00784026,-0.00951595,-0.486,4546360,1,0.69653,0.457883,1.00E+20
0,1,0,0,-0.00946238,-0.00917516,-0.580667,16953900,1,5.32654,1.31866,1.00E+20
0,1,0,1,-0.00966088,-0.0092439,-0.529333,-0.45,-2718.5,-0.326955,-0.207155,-17887700
1.00E+20,0,0,0,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00857485,-0.00767638,-0.542,4053780,1,0.51272,0.3864,1.00E+20
0,1,0,1,-0.00896248,-0.00957655,-0.477,1.2,-583.5,0.14924,0.0415813,1.00E+20
0,1,0,1,-0.010101,-0.00977156,-0.506333,3568690,1,0.3317,0.258722,1.00E+20
0,1,0,0,-0.0090521,-0.000851821,-0.603333,-0.475,-2838.5,-0.223065,-0.25012,-21845300
0,1,0,1,-0.0080073,-0.00969729,-0.444333,15854100,1,4.91617,1.90088,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00944877,-0.00940149,-0.547667,7195610,1,1.68513,0.797948,1.00E+20
0,1,0,1,-0.00811393,-0.00558356,-0.522,25083700,1,8.36028,2.33339,1.00E+20
0,1,0,1,-0.00863582,-0.00587868,-0.147333,1016140000,1,378.186,70.2536,1.00E+20
0,0,0,1,0.00253634,-0.00508523,-0.499667,1835000,1,-0.315247,-0.158943,1.00E+20
0,1,0,1,-0.00744349,-0.00721501,-0.39,29232800,1,9.9086,2.9298,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00880822,-0.000828357,-0.560667,-0.7,-5439.5,-0.537658,-0.347427,-28469000
0,0,0,1,0.021853,-0.008599,-0.469333,7001480,1,1.61269,0.604788,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.010101,-0.00585689,-0.591667,-0.75,-6152.5,-0.539961,-0.394094,-32545800
0,1,0,1,-0.00453444,-0.00688851,-0.443667,4447960,1,0.65981,0.188841,1.00E+20
0,0,0,1,0.00685673,-0.00193786,-0.483667,1539510,1,-0.425511,-0.140446,1.00E+20
0,1,0,1,-0.00708232,-0.00919893,-0.445667,8086930,1,2.01774,0.346425,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,-0.00816348,-0.00505051,-0.561,-0.15,-1613,0.31317,-0.194911,-16226400
0,0,0,0,-0.00489175,-0.0087484,-0.350333,3020780,-190,0.12724,0.0109722,1.00E+20
0,1,0,1,-0.010101,-0.00936852,-0.573667,-0.675,-4814,-0.478156,-0.334617,-27934700
0,1,0,1,-0.00902552,-0.00999956,-0.563667,3385580,1,0.26337,0.191597,1.00E+20
0,1,0,1,-0.00988195,-0.00926622,-0.536667,-0.625,-4030.5,-0.439251,-0.289918,-24366300
0,1,0,0,-0.00723329,-0.00767774,-0.522,4413760,1,0.64705,0.399552,1.00E+20
0,1,0,0,-0.00942203,-0.00900575,-0.486667,-0.625,-4235.5,-0.44927,-0.313308,-25382400
0,1,0,0,-0.00965416,-0.00943118,-0.506333,3778860,1,0.41013,0.253435,1.00E+20
0,0,0,1,0.00268787,-0.00834812,-0.507667,3526210,1,0.31585,0.249052,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,0.0124969,-0.00926897,-0.354667,3695840,1,0.37915,0.259066,1.00E+20
0,1,0,1,-0.00678843,-0.00254037,-0.418333,13435600,1,4.01365,1.60462,1.00E+20
0,1,0,0,-0.0066239,-0.00530471,-0.544,-0.525,-3180.5,-0.366468,-0.239744,-20602400
0,1,0,1,-0.00196513,-0.010101,0.466333,52024000000,1,19412.4,3519.5,1.00E+20
0,1,0,0,-0.010101,-0.010101,-0.532333,3636810,1,0.35712,0.22617,1.00E+20
0,0,0,1,-0.00143919,-0.00901643,-0.503,0.65,-840,-0.229073,-0.082753,-1859440
0,1,0,1,-0.00851173,-0.0095084,-0.480667,-0.25,-1915.5,-0.190153,-0.156227,-13155200
0,0,0,1,-0.00684961,-0.00735766,-0.548333,0.1,-1232.5,0.51483,-0.134356,-11296200
0,0,0,1,0.00762784,-0.010101,-0.492667,2589000,1,-0.033883,0.00297993,1.00E+20
0,1,0,1,-0.00791559,-0.00772318,-0.537333,-0.7,-5245.5,-0.520659,-0.349027,-28319500
0,1,0,0,-0.00900546,-0.00827277,-0.535,-0.675,-4658.5,-0.487735,-0.322545,-26396800
0,1,0,1,-0.00687299,-0.00937497,-0.247667,100690000,1,36.5739,8.06267,1.00E+20
0,1,0,1,-0.00878463,-0.00836619,-0.532667,3752470,1,0.40028,0.243191,1.00E+20
0,1,0,1,-0.00927576,-0.010101,0.184667,55429800000,1,20683.3,3749.85,1.00E+20
0,0,0,1,0.0116465,-0.00622127,-0.424,4096420,1,0.52863,0.400195,1.00E+20
0,1,0,1,0.00185701,-0.00377356,0.054,64283500,1,22.9882,5.25819,1.00E+20
0,1,0,1,-0.00816549,-0.00819516,-0.389,29812000,1,10.1247,2.85171,1.00E+20
0,1,0,0,-0.00819276,0.00134489,-0.585,-0.725,-6085,-0.545721,-0.391005,-31744300
0,1,0,1,-0.0010052,-0.00962443,-0.430667,7576510,1,1.82727,0.817983,1.00E+20
0,1,0,0,-0.00634023,-0.00472432,-0.516333,-0.1,-1508.5,-0.090424,-0.106998,-10016300
0,1,0,1,-0.00896504,-0.00982062,-0.480333,53646600,1,19.0189,4.27959,1.00E+20
0,1,0,1,-0.00820366,-0.00990361,-0.417,4933450,1,0.84098,0.554121,1.00E+20
0,0,0,0,0.0142867,-0.00876901,-0.320333,21294000,1,6.94612,1.24878,1.00E+20
0,1,0,1,-0.00879653,-0.00698982,-0.546667,-0.575,-3603.5,-0.408077,-0.266237,-22468900
0,0,0,1,0.0133175,-0.010101,-0.376333,3566440,1,0.33086,0.249354,1.00E+20
0,1,0,1,-0.00941246,-0.00873138,-0.466,19537900,1,6.2908,2.0431,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00988397,-0.010101,-0.551,9663080,1,2.6059,1.3027,1.00E+20
0,1,0,1,-0.00793702,-0.00937874,-0.397333,4068120,1,0.51807,0.521824,1.00E+20
0,1,0,1,-0.00229568,-0.00903042,-0.455333,16450500,1,5.13869,2.02935,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00812687,-0.010101,-0.532,3826240,1,0.42781,0.302428,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00913116,-0.00456296,0.306333,1.23914E+11,1,46238.9,8378.75,1.00E+20
0,1,0,0,-0.00838825,-0.00506489,-0.57,-0.625,-4306,-0.450902,-0.307239,-25806300
0,0,0,1,0.00374785,-0.0067892,-0.534667,3663950,1,0.36725,0.365991,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00853357,-0.00736916,-0.501333,0.3,-1095.5,0.60865,-0.116954,-9170570
0,1,0,1,-0.00498916,-0.010101,0.344667,15532600000,1,5795.2,1052.58,1.00E+20
0,1,0,1,-0.00964488,-0.00924788,-0.475667,-0.3,-2015,-0.282838,-0.14592,-12567900
0,1,0,1,-0.00736423,-0.00957063,-0.472333,3926120,1,0.46508,0.333808,1.00E+20
0,1,0,0,-0.00662614,0.000470429,-0.545,-0.725,-5537,-0.534277,-0.371057,-29260300
0,1,0,1,0.00169005,-0.00505681,0.492,81996500000,1,30597,5546.13,1.00E+20
0,0,0,1,0.0124242,-0.0022335,-0.490667,1785040,1,-0.33389,-0.0872168,1.00E+20
0,0,0,1,0.00391139,-0.00317064,-0.374333,3293580,1,0.22904,0.0783032,1.00E+20
0,0,0,1,0.00183308,-0.0099144,-0.394,4112660,1,0.53469,0.372601,1.00E+20
0,1,0,1,-0.00776084,-0.00495181,-0.579,-0.25,-1873.5,-0.127541,-0.144725,-13701500
0,0,0,1,0.00254466,-0.00784212,-0.498667,1701820,-112.5,-0.364945,-0.176566,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00834584,-0.0074853,-0.532,4361260,1,0.62746,0.393758,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00877687,-0.00807188,-0.523667,4709450,1,0.75739,0.492304,1.00E+20
0,1,0,0,-0.00883177,-0.00554027,-0.589667,-0.675,-4968.5,-0.49125,-0.335732,-28244000
0,1,0,1,-0.00962263,-0.010101,-0.407,3525350,1,0.31553,0.202069,1.00E+20
0,1,0,1,-0.00809186,-0.010101,-0.338,86013000,1,31.0968,6.77652,1.00E+20
0,1,0,1,-0.00944531,-0.00909568,-0.0263333,84486300000,1,31526.1,5713.49,1.00E+20
0,1,0,0,-0.0098907,-0.003874,-0.600667,-0.625,-4077.5,-0.367411,-0.331878,-27867800
0,0,0,0,-0.00547177,-0.000178603,-0.448,-0.625,-4046.5,-0.463274,-0.311404,-23432300
0,1,0,1,-0.00943995,-0.00842658,-0.527,-0.625,-4013.5,-0.435388,-0.29725,-24408600
0,1,0,0,-0.00922113,-0.00971071,-0.529333,-0.075,-1454.5,0.00472,-0.105196,-10364600
0,1,0,1,-0.00724265,-0.00199663,-0.527,7474980,1,1.78938,0.908802,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.0094237,-0.00626373,-0.490333,314825000,1,116.481,21.9859,1.00E+20
0,1,0,1,-0.00934851,-0.010101,-0.341333,0.825,-745,0.14079,-0.0198741,-1354510
0,1,0,1,-0.00834164,-0.00769601,-0.528333,3428080,1,0.27923,0.200383,1.00E+20
0,0,0,1,0.0265506,-0.00387281,-0.487333,1739690,1,-0.350813,-0.105083,1.00E+20
0,1,0,1,-0.00944553,-0.010101,-0.54,5111020,1,0.90724,0.604834,1.00E+20
0,0,0,1,0.00837786,-0.00659979,-0.431,5524320,1,1.06147,0.695047,1.00E+20
0,1,0,0,-0.00725442,-0.00580088,-0.533333,3434430,-99.5,0.2816,0.161628,1.00E+20
0,1,0,1,-0.00988746,-0.00856473,-0.576333,-0.475,-2838.5,-0.296737,-0.223265,-19773900
0,0,0,1,0.0217299,-0.00625707,-0.383,5924260,1,1.21071,0.743968,1.00E+20
0,1,0,0,-0.00609735,-0.00890985,-0.424,-0.025,-1349.5,-0.054541,-0.0994705,-8474090
0,1,0,1,-0.00983796,-0.00848644,-0.279667,454660000,1,168.662,31.8982,1.00E+20
0,1,0,1,-0.00771193,-0.00918827,-0.406,17309000,1,5.45906,1.90641,1.00E+20
0,1,0,0,-0.00115992,-0.00905734,-0.381,4831350,1,0.80288,0.316034,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00920274,-0.00941011,-0.498,24677500,1,8.20871,2.45993,1.00E+20
0,1,0,0,-0.00944325,-0.00874638,-0.534667,-0.55,-3491,-0.39235,-0.265095,-22185000
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,-0.00262985,-0.00576581,-0.565667,3771840,1,0.40751,0.38217,1.00E+20
0,1,0,1,-0.00899683,-0.00935802,-0.523,0.9,-703,0.12704,0.0264228,-731992
0,1,0,1,-0.00818021,-0.0057614,-0.399667,65978200,1,23.6206,5.41258,1.00E+20
0,1,0,0,-0.00623525,-0.00956657,-0.475,0.2,-1173.5,0.23653,-0.095787,-8287950
0,1,0,1,-0.00670856,-0.00571308,-0.582667,0.525,-902.5,0.09289,-0.00221227,-3513030
0,1,0,1,-0.00781456,-0.00713884,-0.322333,33091000,1,11.3483,3.2455,1.00E+20
0,1,0,0,-0.00854015,-0.00869124,-0.507667,5154320,1,0.9234,0.579215,1.00E+20
0,0,0,0,0.00496763,-0.00597641,-0.320667,11982500,1,3.47141,0.523546,1.00E+20
0,1,0,1,-0.00676808,-0.00472373,-0.510333,7000460,1,1.61231,0.888603,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00941789,-0.010101,-0.477667,2.575,-289.5,0.23299,0.107038,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00808975,-0.00351135,-0.503667,-0.525,-3215,-0.392874,-0.242086,-20011900
0,0,0,1,-0.00517805,-0.0037661,-0.497333,-0.25,-1923,-0.347143,-0.115392,-10667600
0,1,0,1,-0.00896734,-0.00803536,0.11,2810650000,1,1047.83,192.213,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00961162,-0.00993955,-0.375333,1.625,-495.5,0.16778,0.0379526,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00723891,-0.00762284,-0.525,7470900,1,1.78786,0.907514,1.00E+20
0,1,0,1,-0.00597815,-0.00915048,-0.382667,23140100,1,7.635,2.39736,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00881152,-0.00944553,-0.564667,5003830,1,0.86724,0.470781,1.00E+20
0,1,0,1,-0.00964896,-0.00950047,-0.489,5159390,1,0.92529,0.592321,1.00E+20
0,1,0,1,-0.00574713,-0.00766326,0.538,570593000,1,211.924,39.6417,1.00E+20
0,1,0,1,-0.00184465,-0.010101,-0.537,5406220,1,1.0174,0.480992,1.00E+20
0,1,0,1,-0.00827029,-0.00960647,-0.468667,0.9,-706.5,1.11219,-0.0218857,-1466360
0,0,0,0,0.000723146,-0.00367936,-0.446333,6274400,1,1.34137,0.11255,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00593469,-0.00848706,-0.448667,8024520,-67.5,1.99445,0.286472,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.010101,-0.010101,-0.487667,8332060,1,2.10921,1.15549,1.00E+20
0,1,0,1,-0.00211315,-0.00467797,-0.38,12578800,1,3.69393,1.42777,1.00E+20
0,1,0,1,-0.00595086,-0.00742406,-0.454333,17221200,1,5.42631,1.94854,1.00E+20
0,1,0,1,-0.00576994,-0.00813296,0.303333,11435100000,1,4266.14,775.529,1.00E+20
0,1,0,1,-0.00986545,-0.010101,-0.429,0.3,-1086.5,0.07115,-0.0671403,-5977830
0,1,0,1,-0.00860075,-0.00815975,-0.568667,-0.425,-2625.5,-0.285591,-0.200717,-18132500
0,0,0,1,-0.000386042,-0.00970385,-0.304333,-0.3,-2026.5,-0.379658,-0.236248,-10962500
0,1,0,1,-0.00927283,-0.00433326,-0.218667,22416500000,1,8363.99,1516.81,1.00E+20
0,1,0,0,-0.0048077,-0.00633385,-0.455333,4784510,1,0.7854,0.542651,1.00E+20
0,0,0,1,0.000890296,-0.00559894,-0.515,5698110,1,1.12632,0.155461,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,0.0077644,-0.00757006,-0.407,10575900,1,2.94651,1.21474,1.00E+20
0,1,0,0,-0.00813371,-0.00963595,-0.537333,4447500,1,0.65964,0.459353,1.00E+20
0,1,0,1,-0.00542049,-0.00966317,-0.503667,7575840,1,1.82702,1.07512,1.00E+20
0,1,0,0,-0.0088096,-0.00481598,-0.562333,7155280,1,1.67008,0.618146,1.00E+20
0,1,0,1,-0.00706276,-0.00554808,-0.436333,3462300,1,0.292,0.236792,1.00E+20
0,0,0,0,-0.003367,-0.00976885,-0.49,-0.25,-1869.5,-0.341969,-0.20259,-10299000
0,1,0,1,-0.00961944,-0.00967615,-0.397667,8587920,1,2.20469,1.1242,1.00E+20
0,1,0,0,-0.00677247,-0.00630364,-0.512333,-0.475,-2915,-0.320284,-0.234907,-19780800
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,0,0,1,-0.00377561,-0.00725566,-0.534,-0.225,-1820,-0.386092,-0.176776,-9220010
0,1,0,1,-0.00811869,-0.00933867,-0.525667,0.875,-714.5,0.14849,0.0237111,-913358
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00963692,-0.00867815,-0.450333,94542500,1,34.2797,7.15554,1.00E+20
0,1,0,1,-0.0087488,-0.00935445,0.254,13987600,1,4.21963,1.09662,1.00E+20
0,1,0,1,-0.00873539,-0.00971723,-0.477333,9124850,1,2.40505,1.29337,1.00E+20
0,0,0,0,-0.00705147,-0.000648193,-0.431,1.825,-444.5,0.07185,0.0429543,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00499304,-0.004676,0.213,1642840000,1,612.045,112.833,1.00E+20
0,1,0,1,-0.00545865,-0.00595032,0.133667,1764040000,1,657.275,121.156,1.00E+20
0,1,0,1,-0.00926014,-0.00861913,-0.600333,-0.675,-4913,-0.481145,-0.335811,-28434000
0,1,0,1,-0.00967544,-0.00954158,-0.581667,5674470,1,1.1175,0.680958,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00967227,-0.00879849,-0.57,-0.325,-2126.5,-0.159637,-0.17227,-15931300
0,1,0,1,-0.00491702,-0.00860825,-0.292333,2.575,-290.5,0.49825,-0.0041518,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,0.00234511,-0.00879849,-0.523,6308080,1,1.35394,0.950893,1.00E+20
0,1,0,0,-0.00901066,-0.00468888,-0.542333,-0.65,-4455,-0.49197,-0.30218,-24846900
0,1,0,1,-0.00721056,-0.00349222,-0.51,1.6,-503.5,0.15883,0.0569813,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00879315,-0.00916832,-0.542667,0.5,-920,0.1063,-0.0140895,-3808200
0,1,0,0,-0.00584994,-0.00527569,-0.419667,4004370,1,0.49428,0.323621,1.00E+20
0,1,0,0,-0.00858434,-0.00843234,-0.551667,-0.375,-2394,-0.246981,-0.190351,-16869300
0,1,0,1,-0.00939051,-0.00790195,-0.420667,58723000,1,20.9132,4.82589,1.00E+20
0,0,0,1,0.00225899,-0.00857942,-0.264667,2.275,-352.5,-0.219088,-0.200979,1.00E+20
0,1,0,1,-0.00810476,-0.00744485,-0.515,4552570,1,0.69885,0.503837,1.00E+20
0,0,0,0,-0.00539974,0.000841181,-0.497,0.475,-944.5,0.79508,-0.106368,-6746820
0,0,0,1,0.000710093,-0.00946613,-0.355667,28368900,1,9.5862,1.68387,1.00E+20
0,1,0,1,-0.00671547,-0.00861009,-0.387667,18450800,1,5.88514,2.09873,1.00E+20
0,1,0,1,0.00110709,-0.0090956,-0.455667,8856170,1,2.30479,1.17393,1.00E+20
0,1,0,0,-0.00161073,-0.00960513,-0.376333,4188770,-133.5,0.56309,0.0559604,1.00E+20
0,1,0,1,-0.010101,-0.00757786,-0.581333,-0.425,-2590,-0.256873,-0.205402,-18518200
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00947022,-0.00328684,-0.600333,-0.45,-2699,-0.146964,-0.261563,-22457300
0,0,0,0,-0.00577972,-0.0092397,-0.241333,3765040,1,0.40497,0.1856,1.00E+20
0,1,0,1,-0.00771921,-0.00634798,-0.551333,3528920,-18.5,0.31686,0.186923,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.010101,-0.010101,0.365667,2.73508E+11,1,102062,18493.3,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00518568,-0.0092896,-0.499667,-0.4,-2421,-0.443455,-0.175341,-12659100
0,1,0,0,-0.00533046,-0.00884328,-0.334667,2.15,-375,0.55321,0.0636478,1.00E+20
0,0,0,0,-0.00803207,-0.00959355,-0.461667,-0.5,-2987.5,-0.389528,-0.225991,-18335400
0,0,0,1,0.0113625,-0.00908122,-0.504667,2081980,1,-0.223082,-0.0490195,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,0,-0.00987993,-0.00889755,-0.522667,-0.625,-4261.5,-0.469061,-0.300558,-24646400
0,1,0,1,-0.00732248,-0.00788588,-0.571,4644410,1,0.73312,0.53961,1.00E+20
0,0,0,1,-0.00689434,-0.00760755,-0.465333,1.7,-472.5,0.993,0.0647964,1.00E+20
0,1,0,0,-0.00903415,-0.00761919,-0.576333,7247810,1,1.70461,0.513463,1.00E+20
0,1,0,1,-0.00809064,-0.00795642,-0.504333,5576180,1,1.08082,0.680372,1.00E+20
0,1,0,1,-0.00911241,-0.00949197,-0.361,3397660,-123,0.26788,0.121919,1.00E+20
0,1,0,1,-0.0090026,-0.00969355,-0.531,3358700,-63,0.25334,0.169025,1.00E+20
0,1,0,1,-0.00623089,-0.0069537,-0.386667,6340300,1,1.36596,0.733985,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.010101,-0.00958381,-0.548,5149390,1,0.92156,0.491508,1.00E+20
0,1,0,1,-0.00952216,-0.010101,0.418667,34308400000,1,12801.6,2322.05,1.00E+20
0,1,0,0,-0.0085905,-0.00407415,-0.558,-0.375,-2370.5,-0.247449,-0.188404,-16630500
0,1,0,0,-0.00988845,-0.00745677,-0.583667,-0.55,-3342,-0.380019,-0.243024,-21446400
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
1.00E+20,0,0,1,1.00E+20,1.00E+20,1,1.00E+20,1.00E+20,1.00E+20,1.00E+20,1.00E+20
0,1,0,1,-0.00791275,-0.00735493,-0.535333,4492600,1,0.67647,0.46495,1.00E+20
0,1,0,1,-0.00953984,-0.00882049,0.400333,233163000,1,86.0076,16.2693,1.00E+20
